v8-version,8,8,278,14,0
shared-library,/Users/shuai/github/v8-cmake/demo/../cmake-build-debug/d8,0x1015afb00,0x103846960,22732800
shared-library,/usr/lib/libc++.1.dylib,0x7fff65494990,0x7fff654dc2c0,16211968
shared-library,/usr/lib/libSystem.B.dylib,0x7fff651ae6b5,0x7fff651aeace,16211968
shared-library,/usr/lib/libc++abi.dylib,0x7fff654e76f0,0x7fff654f8ff4,16211968
shared-library,/usr/lib/system/libcache.dylib,0x7fff67fab7c8,0x7fff67fae3ab,16211968
shared-library,/usr/lib/system/libcommonCrypto.dylib,0x7fff67fb0f40,0x7fff67fba8cc,16211968
shared-library,/usr/lib/system/libcompiler_rt.dylib,0x7fff67fbd1c8,0x7fff67fc1bc5,16211968
shared-library,/usr/lib/system/libcopyfile.dylib,0x7fff67fc4e40,0x7fff67fcc1cc,16211968
shared-library,/usr/lib/system/libcorecrypto.dylib,0x7fff67fcf100,0x7fff68042278,16211968
shared-library,/usr/lib/system/libdispatch.dylib,0x7fff6816de70,0x7fff6819f436,16211968
shared-library,/usr/lib/system/libdyld.dylib,0x7fff681aee00,0x7fff681dc750,16211968
shared-library,/usr/lib/system/libkeymgr.dylib,0x7fff681e5a4f,0x7fff681e5e90,16211968
shared-library,/usr/lib/system/liblaunch.dylib,0x7fff681f3fc0,0x7fff681f3fc0,16211968
shared-library,/usr/lib/system/libmacho.dylib,0x7fff681f53c4,0x7fff681f98ab,16211968
shared-library,/usr/lib/system/libquarantine.dylib,0x7fff681fafe9,0x7fff681fcbd0,16211968
shared-library,/usr/lib/system/libremovefile.dylib,0x7fff681fd860,0x7fff681febe6,16211968
shared-library,/usr/lib/system/libsystem_asl.dylib,0x7fff68200980,0x7fff6821508d,16211968
shared-library,/usr/lib/system/libsystem_blocks.dylib,0x7fff6821788b,0x7fff68217cf0,16211968
shared-library,/usr/lib/system/libsystem_c.dylib,0x7fff68219b4c,0x7fff68297fde,16211968
shared-library,/usr/lib/system/libsystem_configuration.dylib,0x7fff682a0ea4,0x7fff682a36b0,16211968
shared-library,/usr/lib/system/libsystem_coreservices.dylib,0x7fff682a4e80,0x7fff682a72a3,16211968
shared-library,/usr/lib/system/libsystem_darwin.dylib,0x7fff682a95c0,0x7fff682ae64a,16211968
shared-library,/usr/lib/system/libsystem_dnssd.dylib,0x7fff682b274c,0x7fff682b72cc,16211968
shared-library,/usr/lib/system/libsystem_featureflags.dylib,0x7fff682b9cde,0x7fff682bacbe,16211968
shared-library,/usr/lib/system/libsystem_info.dylib,0x7fff682bc1d0,0x7fff6830480a,16211968
shared-library,/usr/lib/system/libsystem_m.dylib,0x7fff68337080,0x7fff68363367,16211968
shared-library,/usr/lib/system/libsystem_malloc.dylib,0x7fff6837ece0,0x7fff6839f160,16211968
shared-library,/usr/lib/system/libsystem_networkextension.dylib,0x7fff683a72d9,0x7fff683b1474,16211968
shared-library,/usr/lib/system/libsystem_notify.dylib,0x7fff683b55de,0x7fff683bcd9e,16211968
shared-library,/usr/lib/system/libsystem_sandbox.dylib,0x7fff683d3554,0x7fff683d644e,16211968
shared-library,/usr/lib/system/libsystem_secinit.dylib,0x7fff683d8124,0x7fff683d93dc,16211968
shared-library,/usr/lib/system/libsystem_kernel.dylib,0x7fff68309b00,0x7fff6832ba14,16211968
shared-library,/usr/lib/system/libsystem_platform.dylib,0x7fff683be7a0,0x7fff683c47b6,16211968
shared-library,/usr/lib/system/libsystem_pthread.dylib,0x7fff683c7e3c,0x7fff683cfc75,16211968
shared-library,/usr/lib/system/libsystem_symptoms.dylib,0x7fff683dad85,0x7fff683e03fc,16211968
shared-library,/usr/lib/system/libsystem_trace.dylib,0x7fff683e3510,0x7fff683f5c2e,16211968
shared-library,/usr/lib/system/libunwind.dylib,0x7fff683faa0c,0x7fff683ff24f,16211968
shared-library,/usr/lib/system/libxpc.dylib,0x7fff68401e30,0x7fff68428413,16211968
shared-library,/usr/lib/libobjc.A.dylib,0x7fff6700e940,0x7fff67032987,16211968
profiler,begin,1000
tick,0x117c87e40,731,0,0x0,6
tick,0x1017fed8d,2020,0,0x0,6
tick,0x1015bda67,3049,0,0x0,6
tick,0x7fff683bed60,4329,0,0x0,6
tick,0x101ccdca4,5653,0,0x0,6
tick,0x10180e015,6903,0,0x0,6
tick,0x1029d712d,8148,0,0x0,6
tick,0x1016066dc,9402,0,0x0,6
code-creation,Builtin,2,16180,0x10349d560,396,CEntry_Return1_SaveFPRegs_ArgvOnStack_BuiltinExit
code-creation,Builtin,2,16191,0x10349d700,220,CEntry_Return2_DontSaveFPRegs_ArgvOnStack_NoBuiltinExit
code-creation,Builtin,2,16203,0x10349d7e0,220,CEntry_Return2_DontSaveFPRegs_ArgvOnStack_BuiltinExit
code-creation,Builtin,2,16214,0x10349d8c0,200,CEntry_Return2_DontSaveFPRegs_ArgvInRegister_NoBuiltinExit
code-creation,Builtin,2,16226,0x10349d9a0,396,CEntry_Return2_SaveFPRegs_ArgvOnStack_NoBuiltinExit
code-creation,Builtin,2,16237,0x10349db40,396,CEntry_Return2_SaveFPRegs_ArgvOnStack_BuiltinExit
code-creation,Builtin,2,16248,0x10349dce0,4,DirectCEntry
code-creation,Builtin,2,16257,0x10349dd00,1108,StringAdd_CheckNone
code-creation,Builtin,2,16268,0x10349e160,2472,SubString
code-creation,Builtin,2,16277,0x10349eb20,16,StackCheck
code-creation,Builtin,2,16285,0x10349eb40,84,DoubleToI
code-creation,Builtin,2,16293,0x10349eba0,2168,GetProperty
code-creation,Builtin,2,16301,0x10349f420,2244,GetPropertyWithReceiver
code-creation,Builtin,2,16310,0x10349fd00,16660,SetProperty
code-creation,Builtin,2,16318,0x1034a3e20,14212,SetPropertyInLiteral
code-creation,Builtin,2,16327,0x1034a75c0,8,MemCopyUint8Uint8
code-creation,Builtin,2,16336,0x1034a75e0,8,MemMove
code-creation,Builtin,2,16344,0x1034a7600,12,IsTraceCategoryEnabled
code-creation,Builtin,2,16353,0x1034a7620,12,Trace
code-creation,Builtin,2,16361,0x1034a7640,12,FinalizationRegistryUnregister
code-creation,Builtin,2,16370,0x1034a7660,420,AsyncModuleEvaluate
code-creation,Builtin,2,16379,0x1034a7820,12,CallAsyncModuleFulfilled
code-creation,Builtin,2,16388,0x1034a7840,12,CallAsyncModuleRejected
code-creation,Builtin,2,16398,0x1034a7860,244,AggregateErrorConstructor
code-creation,Builtin,2,16407,0x1034a7960,5864,ArrayPrototypeCopyWithin
code-creation,Builtin,2,16416,0x1034a9060,192,ArrayEveryLoopEagerDeoptContinuation
code-creation,Builtin,2,16426,0x1034a9140,588,ArrayEveryLoopLazyDeoptContinuation
code-creation,Builtin,2,16436,0x1034a93a0,2732,ArrayEveryLoopContinuation
code-creation,Builtin,2,16445,0x1034a9e60,1488,ArrayEvery
code-creation,Builtin,2,16453,0x1034aa440,264,ArrayFilterLoopEagerDeoptContinuation
code-creation,Builtin,2,16463,0x1034aa560,972,ArrayFilterLoopLazyDeoptContinuation
code-creation,Builtin,2,16481,0x1034aa940,3020,ArrayFilterLoopContinuation
code-creation,Builtin,2,16491,0x1034ab520,4368,ArrayFilter
code-creation,Builtin,2,16499,0x1034ac640,184,ArrayFindLoopEagerDeoptContinuation
code-creation,Builtin,2,16509,0x1034ac700,32,ArrayFindLoopLazyDeoptContinuation
code-creation,Builtin,2,16519,0x1034ac740,292,ArrayFindLoopAfterCallbackLazyDeoptContinuation
code-creation,Builtin,2,16530,0x1034ac880,528,ArrayFindLoopContinuation
code-creation,Builtin,2,16539,0x1034acaa0,1480,ArrayPrototypeFind
code-creation,Builtin,2,16548,0x1034ad080,184,ArrayFindIndexLoopEagerDeoptContinuation
code-creation,Builtin,2,16558,0x1034ad140,32,ArrayFindIndexLoopLazyDeoptContinuation
code-creation,Builtin,2,16569,0x1034ad180,292,ArrayFindIndexLoopAfterCallbackLazyDeoptContinuation
code-creation,Builtin,2,16580,0x1034ad2c0,528,ArrayFindIndexLoopContinuation
code-creation,Builtin,2,16589,0x1034ad4e0,1484,ArrayPrototypeFindIndex
code-creation,Builtin,2,16599,0x1034adac0,192,ArrayForEachLoopEagerDeoptContinuation
code-creation,Builtin,2,16609,0x1034adba0,192,ArrayForEachLoopLazyDeoptContinuation
code-creation,Builtin,2,16619,0x1034adc80,2624,ArrayForEachLoopContinuation
code-creation,Builtin,2,16628,0x1034ae6e0,1356,ArrayForEach
code-creation,Builtin,2,16637,0x1034aec40,3644,ArrayFrom
code-creation,Builtin,2,16645,0x1034afa80,132,ArrayIsArray
code-creation,Builtin,2,16653,0x1034afb20,412,LoadJoinElement_DictionaryElements_0
code-creation,Builtin,2,16663,0x1034afcc0,36,LoadJoinElement_FastSmiOrObjectElements_0
code-creation,Builtin,2,16674,0x1034afd00,140,LoadJoinElement_FastDoubleElements_0
code-creation,Builtin,2,16684,0x1034afda0,316,ConvertToLocaleString
code-creation,Builtin,2,16693,0x1034afee0,800,JoinStackPush
code-creation,Builtin,2,16701,0x1034b0220,284,JoinStackPop
code-creation,Builtin,2,16710,0x1034b0340,6848,ArrayPrototypeJoin
code-creation,Builtin,2,16718,0x1034b1e20,5568,ArrayPrototypeToLocaleString
code-creation,Builtin,2,16728,0x1034b3400,264,ArrayPrototypeToString
code-creation,Builtin,2,16737,0x1034b3520,6140,TypedArrayPrototypeJoin
code-creation,Builtin,2,16746,0x1034b4d20,4840,TypedArrayPrototypeToLocaleString
code-creation,Builtin,2,16756,0x1034b6020,3856,ArrayPrototypeLastIndexOf
tick,0x1020baa00,16781,0,0x0,6
code-creation,Builtin,2,16794,0x1034b6f40,236,ArrayMapPreLoopLazyDeoptContinuation
code-creation,Builtin,2,16809,0x1034b7040,232,ArrayMapLoopEagerDeoptContinuation
code-creation,Builtin,2,16819,0x1034b7140,520,ArrayMapLoopLazyDeoptContinuation
code-creation,Builtin,2,16829,0x1034b7360,2640,ArrayMapLoopContinuation
code-creation,Builtin,2,16838,0x1034b7dc0,3936,ArrayMap
code-creation,Builtin,2,16846,0x1034b8d40,972,ArrayOf
code-creation,Builtin,2,16854,0x1034b9120,424,ArrayReduceRightPreLoopEagerDeoptContinuation
code-creation,Builtin,2,16865,0x1034b92e0,184,ArrayReduceRightLoopEagerDeoptContinuation
code-creation,Builtin,2,16876,0x1034b93a0,184,ArrayReduceRightLoopLazyDeoptContinuation
code-creation,Builtin,2,16886,0x1034b9460,2656,ArrayReduceRightLoopContinuation
code-creation,Builtin,2,16896,0x1034b9ee0,2032,ArrayReduceRight
code-creation,Builtin,2,16904,0x1034ba6e0,152,ArrayReducePreLoopEagerDeoptContinuation
code-creation,Builtin,2,16914,0x1034ba780,184,ArrayReduceLoopEagerDeoptContinuation
code-creation,Builtin,2,16925,0x1034ba840,184,ArrayReduceLoopLazyDeoptContinuation
code-creation,Builtin,2,16935,0x1034ba900,2696,ArrayReduceLoopContinuation
code-creation,Builtin,2,16944,0x1034bb3a0,1624,ArrayReduce
code-creation,Builtin,2,16952,0x1034bba00,3328,ArrayPrototypeReverse
code-creation,Builtin,2,16961,0x1034bc720,3752,ArrayPrototypeShift
code-creation,Builtin,2,16970,0x1034bd5e0,5280,ArrayPrototypeSlice
